Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
8376,B003VXFK44,AEZAWUB14ICW8,lkjljlkj,0,0,1,1337731200,Hated it!,"Didn't realize it was flavored and thought, when I had my first sip, that it tasted like chemicals. F-. Gave it away the next day at work."
2961,B003120XGK,A2ROWEHCZANU07,Marie,0,0,5,1305936000,Love this stuff!!,"We use this in place of sugar for almost everything.  It has a light flavor, sort of similar to honey without the crystallization and the strong flavor.  The best part is the lack of sugar highs and crashes due to its lower glycemic index."
2645,B0016FY6H6,A3GLC45MF00NFF,A. Padua,0,0,3,1318377600,Just had a glass today,"When I received the package just earlier today I was excited to try it out immediately. I'm already a loyal drinker of the Yamamotoyama Iced Green Tea Powder and wanted to give Stash a try, particularly the mint flavor (Yamamotoyama only has three flavors: original unsweetened, sweetened and raspberry). When I checked the ingredients of this product (ground Sencha tea and natural peppermint flavor) I already expected that this would be unsweetened (after all, mint is not sweet in the first place so if it said ""natural"", I expected it unsweetened).<br /><br />I do agree with a few people that one packet was indeed weak for a 16oz water bottle, however I could sense a bit of the mint. Maybe it would be enough for an 8oz water content, you'd need to have at least 2 or 3 packets for you to have that strong ""mint"" flavor.<br /><br />But the best thing about having purely ground green tea with nothing else on it (well in this case it has natural peppermint in it) is that you could use this as an ingredient for other treats, such as smoothies and even desserts. Just the other day I even added the Yamamotoyama unsweetened green tea powder on my Muesli hot cereal and it was delicious. I plan to do the same with this Stash mint green tea powder (I'm an experimenting foodie so doesn't hurt to try LOL) with my hot cereal and milk.<br /><br />You can even substitute milk instead of water. Ever tasted maccha green tea latte that you get from Starbucks and Jamba Juice before? Try it with this one. :)"
966,B005NEXK6Y,A737WEUQM1K1H,MaC,0,0,3,1346976000,Great Paste BUT Way Overpriced like 3x more,"I purchased this for a friend who loves to cook only to find out that I paid 3 times more than what I should be. $13.95 for 4 cans is highway robbery now that I know that I can purchase one can for around $1.09. Now as far as the item itself, this brand of Panang Paste is excellent. The beef panang dish my friend made using this paste was as good as the ones in the Thai restaurant. I would recommend the paste but not the price."
5565,B001ASZV5K,AS50AOLPX9ZVD,Steven Duncan,2,3,4,1315180800,Good stew.,"I actually, Gasp, tried this stew. I got to try this at the Texas Scottish Festival in Arlington earlier this year at the Caladonian Kitchen booth (then bought a few cans). The stew was quite good considering it comes from a can. Probably a fairer star rating would be 5 stars, if comparing just against other canned stews. I'm not entirely fair though, because I'm comparing it against stews I've had at irish restuarants. So, I have had better. But, still a good product in it's own right. I also liked the whiskey cake from the same company."
7157,B004K30HO2,A26B26RWVJP8BB,Roy L. Crocker,0,0,4,1326931200,"Roy C from Columbia, CT","They are everything I expected except for one flaw. I had trouble keeping the lever completely down on the machine.Great product and my brother was excited also and I gave him a box. I hope they are in stores soon. Such an ease to use, great idea, no clean up just throw away."
2783,B000J2DQ46,A1EE44Y697L7W5,I. Reed,3,4,3,1291852800,Decent canned clam chowder,"I've had better canned clam chowder.  Bookbinders is one that comes to mind.  I don't buy the ones with preservatives or a long list of ingredients, so my choice is limited.  For this one, if I add just half a can of milk and a pat of butter, along with some extra sea salt, it's ok.  The longer it is gently heated -- not simmered or boiled -- to let the flavors mingle, the better it becomes.  More clams and potatoes would improve it.  As it is, the ingredients were skimpy."
6621,B001LG945O,A1TNK6MP89YXY2,Jamie R. Wilson,0,0,3,1246233600,"A healthier alternative to soda, but not overly original","There are no surprises here. The label promises a perfect blend between juice and carbonation, and that is exactly what Switch delivers: a drink that tastes like carbonated orange juice. Those looking for a healthier alternative to soda will like that Switch contains 100% juice with no added sugar or corn syrup. Those looking for a tasty new carbonated beverage probably won't be impressed.<br /><br />At the time of this writing, Amazon isn't yet stocking Switch so I can't offer an opinion on whether or not I think the price is fair. I wouldn't expect to pay much more than orange juice for this drink, though, since there's nothing really original going on inside the can."
8722,B003VXFK44,A154WMWOARJHLI,Gary Rosenfeld,2,2,5,1284681600,Great Coffee,"This is an excellent blend perfect for any time. Was really surprised by the quality, flavor and finish."
5735,B003TIVBSU,A25XCL5O5XU1TD,Kendra Ann Bussey,3,3,5,1313884800,Excellent quality beans,"I wanted to give homemade vanilla extract as gifts and was extremely satisfied with these beans. They made very high quality extract and were much cheaper than at local grocery or organic food stores. I was mildly concerned by the size; I only needed 24 beans, and ended up with closer to 50. However, my brother has used the remainder to make delicious vanilla ice cream, creme brulee, tiramisu, custard, vanilla sugar, french toast, etc. I have recommended them to friends and family."
233,B003ZFXJDW,A2HL6876LDPJIM,flageolet,0,0,5,1343692800,just give me some watermelon and citron sea salt,"i cannot live without this citron falksalt, it is wonderful on watermelon, fish, almost any food requiring salt and in my world it all does.  just try it on red juicy watermelon, wonderful experience."
1104,B0025ULYKI,AW7VIZUKC8ZY3,chari,0,0,2,1317168000,Where's the vinegar?,"After reading all the good reviews on these chips I have to admit I was disappointed. Perhaps I just ended up with a bad batch, but I could barely taste the vinegar and there seemed to be far too many burnt (and I mean BLACK) chips in these bags. Hopefully the other flavors are better, but I'm going to stick with other brands from now on."
9928,B001CGTN1I,A24PGDMY8R6MTF,Seabiscuit,2,2,5,1337472000,Delicious seeds,"I really enjoy adding these seeds to my smoothies.  They add a nice texture, just the right amount of crunch, and I think they taste like kiwi seeds.  I hear they are healthy too!"
4481,B004DN7HJ2,A1DC9WPC78MTOS,"Randi M. Goldwasser ""Billy Joel's Lover""",1,1,1,1327190400,Disgusting! Waste of Money!,I can't believe I wasted almost $20 on this. They were burned! They were inedible! It was so nasty and they took forever to arrive!<br />You should take this product off of your product list. Worst product i've ever ordered
6979,B004K30HO2,A2VCJWTSPTY36,"A. Mortenson ""Mountain-Dreamer""",0,0,3,1324512000,"Good idea, but they leak","Disposakups....great idea, because K-kups are expensive and aren't necessarily available in your favorite coffee.<br /><br />Disposakups fit well into the Keurig coffee maker, the lid snaps on firmly to the disposakup after you fill it with your favorite coffee or tea.  However, the problem comes with the filter which wicks the hot coffee under pressure out of the disposakup from under the lid.<br /><br />I tried several of these disposakups. After the first few leaked I thought maybe I was not snapping the lid on tight enough, so I made up some more disposakups and made sure the lids were on REALLY tight, no gaps! They still leaked about 5 or 6 drops from each disposakup, which then drips outside the k-kup holder chamber...and outside the catch area.  I needed to clean up around the coffee maker after use.<br /><br />I give this item 3 stars because they do work, and are a great idea, but the design of the filter protruding from around the cap causes the leaking.  If you don't mind a bit of cleanup after each use....you'll appreciate these.<br /><br />I'll use the rest of the box, and continue cleaning up after each use, but I won't buy more.<br /><br />The seller offered a refund, but it would cost me almost as much to send them back as I would receive as a refund."
5514,B001EQ5DHE,AEA87UQE4GY9K,Phil,0,0,5,1310428800,Tasty Drink Mix,"I've been searching for alternatives for high calorie high sugar drinks.  After tasting many different products, this one is my favorite by a long shot.  I can't believe it has no sugar at all.  The little packets make a nice quantity of the beverage.  Some of the other brands I have tried gave me heartburn or they weren't sweet enough.  This one is perfect.  I tried the cherry flavor also which is good, but not as good as the tropical.  You have to be careful with spilling it because it does tend to stain, but any traditional stain remover did just fine at preventing the stains from setting in to carpet, clothes, and countertops.<br /><br />Ditch the sugary alternatives and you can save hundereds of calories per day just by using this instead.  Cutting calories just became a lot more easy!<br /><br />Edit:  I still use this product multiple times a day.  It's great to have a premixed drink in the fridge that you can go to that tastes great, and you don't have to worry about calorie intake, or getting the kids all hyped up from sugars.  I also took 2 packets on vacation and mixed it on site.  Saved time and money instead of stocking a fridge up when you would just have to throw away the unused portion at the end of the trip.  I just wish they made a orange and maybe a berry flavor as well."
4703,B00139TT72,A2FRHIANA8FZQJ,Eco-Friendly Feng Shui Designer,0,0,5,1349136000,Good Stuff,"I feed my two Pugs and occasional rescue Newman's Advanced Dog formula. I like this better than the regular Newman's, because it has less ingredients. I supplement with high quality can food, organic free range chicken, healthy powder and salmon oil. My boys are healthy; their coats are amazing. Highly recommend but with supplements--see above."
956,B000S806VM,AIR7BNZFT751N,Paul K. Williams,2,2,4,1251849600,Good tasten tea.,I ordered this on-line and received it in just a few days (3).  The tea is excellent and the price was right for  me.
7937,B000RHXIGO,A3OE4F7VLS8GXB,greencat,2,2,5,1307404800,Sweet pain,"Been buying ground Habanero from American Spice for years, decided to try someone else with their price going up-up-up, and not satisfied with consistency of heat.  This stuff had the right flavor and more heat than anything beside fresh, it will make you sweat.  Better price and value than any Habanero experience in 20 years of buying the stuff, will buy from this vendor again."
3515,B005K4Q1VI,A108GQ9A91JIP4,H Hulsing,5,7,1,1328140800,PARTIALLY HYDROGENATED VEGETABLE OIL,"INGREDIENTS: SUGAR, GLUCOSE SYRUP SOLIDS, COCA (PROCESSED WITH ALKALI), PARTIALLY HYDROGENATED VEGETABLE OIL (MAY CONTAIN COCONUT, SOYBEAN, SUNFLOWER, PALM AND/OR CANOLA), NONFAT DRY MILK, MODIFIED WHEY, MALTODEXTRIN, SALT, NATURAL AND ARTIFICIAL FLAVORS, CELLULOSE GUM, SODIUM CASEINATE, CORNSTARCH, LACTOSE, DIPOTASSIUM PHOSPHATE, SUCRALOSE, MONO- AND DIGLYCERIDES, SILICON DIOXIDE, SOY LECITHIN, ARTIFICIAL COLOR.<br />CONTAINS: MILK AND SOY<br /><br />People, please read labels...."
7516,B0001M0Z3O,A10VJX25TQEXQ5,Stan,0,0,5,1311292800,review correction,Please correct my original review as I made an error<br /><br />My experience was completely satisfactory-----Excellant product and service!<br /><br />Sorry about the error.<br /><br />S G Lilly
4991,B004TTSB2C,A3DMQM4OQONEMK,Jazzy,0,0,5,1351036800,Love em'!,They are awesome to snack on.  They have a little kick to them but that's the best part.  They help me with my cravings for sweets.
5309,B004XMIRU6,A321BN463YM9GG,Fahad Mania,1,1,5,1332979200,definately worth it,"I have tried a few kona coffees from different vendors, and I can say that this one is a very special coffee. I made an order last year and had some issues with one of the two bags I've bought. The coffee lost it's freshness in the 2nd bag and it was very old, dry and tasteless. I was very disappointed by how the same coffee could taste so different in each bag. I wasn't sure what was the problem, cause the 1st bag tasted very pleasant and aromatic. The freshness, texture and delicacy of the coffee took me to nirvana. I was very pleased with the organic taste and smoothness of the coffee. Immediately I knew that this was a very special gourmet coffee.<br /><br />I've tried different regional coffees including, papa new guinea, Kenya AA, Sumatra beans, Jamaican blue mountain ... and others. I have to say that Kona is my favorite by far. The shipping bag comes oxygen free when it's being shipped from the vendor. The air is sucked dry to vacuum seal it. Sometimes they get damaged or punctured during shipping. I guess that's what happened to one of the bags. As you know, coffee and oxygen don't go well together, cause once the coffee is oxidized; it starts losing its freshness and it doesn't taste the way it's supposed to taste.<br /><br />I've made a recent purchase again and I'm very happy with the results. Give this coffee a try before deciding to make a bulk shipment. You have got nothing to lose. Well done Hawaii Roasters. You guys have outdone yourselves."
369,B002O3VHXU,A1OIMIM4FHT4IG,"Jerry Perkins ""Nevada Perky""",2,2,4,1283817600,Price surprise,"""Nantucket Blend coffee is one of my favorites.  I was suprised that it was a single box.  every time I ordered before it was a 2 pack.  My fault for not reading closer.  I will not order any more at this price for 1 (24 count)"
2177,B002SW7ZOW,A1RPCL4E65WA4Y,April,2,2,5,1284681600,Wu-yi is,"The tea tastes great and helped me curb cravings during dieting. The tea was inexpensive and came packaged in a pretty box. The bags are flimsy, but I just throw the bag in a tea ball with no worries. I will continue to keep this on hand as part of my tea collection."
9806,B000KFXEYE,AFOA99PIZ8BT6,Kathryn,1,2,5,1235260800,Liquid Heaven,"Stephen's is absolutely the BEST hot chocolate I have ever tasted!  It is so creamy and delicious.  Every flavor I've ever tried is excellent.  My whole family loves it.  I don't know any stores in the area that sell it, so we are thrilled to be able to order it through Amazon."
7383,B001EPQQL2,A14ZROR1NHBYTO,"DonF ""DonF""",0,0,5,1337299200,best brown sugar replacement,"This taste just like brown sugar with less sugar.<br />I use this for everything , that requires sugar (baking ,est..) I use less of this than is required, like if it says use 1/2 cup I use 1/3 of splenda brown sugar."
5709,B0012OTH8O,A1ZSF5CJ0A4CIO,Fancy Trimmins,8,8,5,1262217600,"Great flavor, too easy, excellent stew, back for more","While beef stew is almost too easy to make, I will admit to not being great at replenishing my seasonings supplies as needed. Because seasonings and spices/herbs are so expensive, I keep putting off purchasing them and the list to replenish them just keeps getting longer and longer. Eventually, I don't have anything with which to work. As such, I planned 2 6-qt crock pots of beef stew for over the holidays to always have something hearty and warm on hand for family as they came/went.  Lo and behold, when I finished cutting up all the meat and veggies and loaded them into the crock pots, I had nothing on hand to actually flavor those main ingredients. So, sent hubby off to the grocery store for a quick cheat...McCormick's beef stew seasoning packets. Of course I never told him how many to get, and as he wanted to 'do it right the first trip', he got a handful of them. Actually, in error, he grabbed the ones I'd never seen before: the ""SLOW COOKERS"" item. Man, oh, man! To heck with buying expensive, one-jar spices to keep on hand for this meal. This product worked perfectly! Open packet, mix with 1 1/3 Cups water, pour over ingredients in crock pot, mix it up just once and let the cooker rip for a few hours. The stew was excellently cooked, beef was so tender one needed a spoon with which to lift it otherwise it would break apart and the veggies were tender but not mooshy. It was more than flavorful; the au jus was not too thick and not too thin - perfect for sopping up with homemade bread that, unlike my spices, is always available in this house.<br /><br />I liked it so much, as did the family members, I'm back to purchase the pack of 12 here to keep on hand as well as the ""SLOW COOKERS"" for pot roast. I confess, for these two meals from now on, I'm being lazy, but quick and efficient. No serious measuring, no countless bottles of assorted spices, no mess and a tremendous result.<br /><br />NOTE: I did use 2 packets for each 6-qt slow cooker for although there is an easy recipe on the reverse of the packet, I don't measure my meat and veggies. I use what I have on hand and once the crock pot is at least 3/4 full, that's when I usually throw in my seasonings. The recipe provided would not be enough for my family. I didn't notice any additional recommendations on the packets indicating how much for what size slow cooker. I began with just one packet dissolved in the recommended 1 1/3 Cups of water (I used boiling water to dissolve it quicker add some warmth to the slow cooker as it begins cooking), but after pouring it over all the meat and veggies in the first pot, I just didn't think 1 packet was enough as my family likes a lot of the 'gravy'.  Therefore, I added an additional prepared packet to each 6-qt crock pot which gave me perfect results.<br /><br />This product uses only natural spices, no MSG, 0g trans fat per serving and no artificial flavors.<br /><br />Edit: 1/2/10 - Another batch made for New Year's...this time, I reduced the amount of water per packet to 1 Cup (vs 1 1/3) and got thicker, more substantial 'gravy' vs  the usual 'au jus' consistency. The family liked it much, much better that way."
3223,B005K4Q1VI,A3GL1ORCNI2XEZ,Tom,0,0,5,1346716800,Grove Square Hot Cocoa For Keurig,This is the best Hot Cocoa product I have found for the Keurig K-cup Brewer. The others I have tried do not have the test or alot of the product remains in the cup.
1378,B00068PCTU,A3B4KVOTQT9TII,"S. Harlow ""Princess""",1,1,5,1269648000,Get Healthy Live Better and Longer,"Cutting sugar out of our diet,we went to splenda. Then finding that it was also unhealthy and baking with it made foods flat and dry. We went to stevia no calorie powder, after much research proved that stevia has been used for hundreds of years with no bad health effects. The trick to using stevia is to use tiny amounts and then taste it and add a bit more at a time to suit your taste. I also found that using a stevia that has an 80% ratio is the best tasting and this is the best that I have found. Because of using VERY SMALL amounts this jar lasts for months. This is also the best price ANYWHERE! Swanson is a trusted vendor as is Amazon."
7256,B00382UXU4,A3L7F3W78ENI37,I alone83,3,3,5,1338768000,Snappy White Popcorn,I tried thhis popcorn in a the Presto Poplite Air Popcorn machine.  the instructions were easy and the results were very gratifying.  I added sea salt and a little Olive oil.  The measuring container made 5 quarts.  I just  couldn't stop eating it.  Simply delicious.
2084,B005HGAVGK,A2PQZHD03LOEKJ,pyrmom,2,2,1,1332460800,Extremely Disappointing,"There should be an option for a 0 star rating because that is what I would rate this item.<br />First, the sampling was to include 9 varieties but included only 7.  It appears that the two flavors out of stock were not substituted with two other flavors but instead a few more of the remaining flavors were tossed in the box. I had expected that when a limited edition coffee flavor such as Island Coconut was out of stock, it would be replaced with a different limited edition coffee flavor.  Same thing for the Half and Half Lemonade.<br />Second, the order was not balanced.  Of the 7 flavors I did receive, only 2 were coffees, the remaining 5 were teas.<br />The concept of a summer sampler set is a good one but the execution here was an epic fail.  The order is being returned today."
3762,B00016UX0K,A3P4OYKFX1PD7T,Larry W Taylor,0,0,5,1346112000,Great product,The best sauce on the market.  We use it on almost any food product but it is especially good on veggies.
4474,B004ALGNQ0,A1VFAEUVVQZS8I,mandy,3,4,5,1327536000,fantastic,wonderfully cinnamon-y! i will definitely be ordering it again! and heated up with a tiny bit of butter on it put it over the top in taste.
1632,B001RVFDOO,A1IAM1NQF1CXL7,Lady Di,0,0,5,1315785600,Don't Defeat the Purpose by Eating Two Bags at Once!,"I have to watch my calories, but I tend to not be very successful if the food I eat is tasteless.  I have enjoyed all six flavors of these Popchips and feel great eating them at 100 calories per bag.  My favorites are Sour Cream & Onion and the Sea Salt and Vinegar flavors.  In fact, they're so good I just want to keep eating them; and have to resist opening a second bag, because that really defeats the purpose!  I like the variety pack and it's not a bad value."
5171,B0002UDY9W,A18ZP8SFD2VC3A,Mariel,2,2,5,1329955200,So yummy!,"I love tea, hot or cold, and am always looking to try new ones. This tea brews up a wonderful cup - just opening the bag to scoop some out is a joy. The smell alone is captivating. I tried a cup to relieve a stomach ache and it relieved my discomfort immediately. It really does taste just like good quality licorice and it's naturally sweet. When my urge for sweets hits, I can now reach for this tea instead and it really does satisfy my cravings. This tea will be a staple in my pantry."
1629,B001RVFDOO,AQE0FIFEDOTK7,fellmy,0,0,5,1317254400,Love them!,Aboulutely love Popchips!I first tried these healthy chips at a marathon i did in California. I like this variety pack because i got to try alot of the flavors ive never had.
4371,B004391DK0,A2QTDB4ZP1CQ6F,"Susan R ""www.preservationnews.com""",1,1,4,1290988800,Quick and easy,"I like this product, and will order it online again since it is a much better price than the grocery store.  I wish the box was a bit bigger, but it will do.  It is plain, but it makes a light and fluffy pancake.  You can add flavor with vanilla extract, cinamon, or blueberries.  I liked the texture of the biscuit recipe, but it came out more like a muffin.  I'm going to make it in a muffin pan next time and put cranberries in it.  I made my biscuits with butter.  If you are creative with the use of add ins, I think it would make good quickbreads, but not the rising type."
8007,B007WFQ4EM,A3E6NJQ1A4G5W6,B. Watts,2,2,5,1344902400,Koma is delicious,"I don't drink soda and have no interest in energy drinks - I love coffee. However, I enjoy chamomile tea before bed. This calming beverage is a great alternative to tea - especially in hot weather. I will be ordering more - wish it were available locally."
8087,B000H25VR8,A4P8HEDJ4DOFI,Redd1295,1,1,4,1306713600,Very Good Mongolian Beef,"This was the first time I have made Mongolian Beef.  My son suggested it, he had it at a friend's house.  So with our next Chinese dinner (I like to make all my own foods) we made this.  It was a tad spicy for me, perhaps I needed to add more beef or a little water.  Will definitely make again.  By the way, you can buy the seasoning packet at Wal-Mart.<br /><br />Redd1295"
4558,B002TMV3E4,A1B3GNO9C8YX0N,"Gene Pope ""gene""",0,2,4,1283212800,very tasty,"What can you say about coffee, either you like it or you don't. I liked this coffee, although when I choose to review it I didn't notice it was decaf. That aside, it tastes fine (made in my Keurig) but if you want the kick get the caffeinated one."
8490,B003VXFK44,AB6G1LUA9TG2L,Lisa,0,0,5,1316131200,Yum-o,Best K cup around. A must try!  Amazon ships quickly and in one piece. I'd recommend the coffee as well as going through Amazon to order this coffee from.  Thank you for a great experience.
456,B000G6RYNE,A2H2Q5RW1K56AI,a Thai living in MN,0,0,5,1263945600,Excellent Thai-flavored chip,"I was hesitant to buy this at my local grocery store, Lunds, but they were on sale, so I bought a bag.  I've found that going beyond the simply-flavored chips, like cheddar or vinegar, usually results in disappointment.  Tried the Thai or asian-inspired chips by Target, Archer Farms, and they were awful.  These Kettle Spicy Thai chips are just awesome...so much so, that I'm considering buying them in bulk from Amazon.  The taste is complicated and stimulates different parts of the palate.  The taste sensations prevalent in real Thai food is baked into this chip...sweet, salty, spicy.  Was sour in there too?  I don't know, but this is a well-made well-balanced chip that is addicting."
3492,B005K4Q1VI,AU8V0SKOUD6OD,Clothed in Grace,1,1,1,1328486400,Downright awful!,"I have never tasted such a poor excuse for a cocoa drink. It has such a bad aftertaste that I checked the box to see if I ordered sugarfree by mistake! I will toss this  and chalk it up to a loss but if you are reading this, dont buy this brand. Its downright awful!"
923,B000ER6YO0,A3SFS8R1T6JJM9,PolyOWannaCracker,0,0,3,1318032000,Meh.  My daughter eats most everything else... this isn't her thing.,"I introduced my daughter to Earth's Best Organic Turkey Vegetable Dinner at 4 months. A bit early, but she's advanced, as she was 6 weeks overdue.  She loved it at first.  But, I bought every other kind and now this is her least favorite.  I've tried some of it as well.  Of all of them, this is also my least favorite."
368,B00437JI8Q,A1J87LOAYSMHO9,"P. Parchman ""Savvy Shopper""",0,0,5,1306368000,Another Husband Favorite,"Hard to get husband to eat breakfast before school.  He takes two bars now and is very happy to do so.  It is often hard to find flavor in local grocery stores.  So again, Amazon.com came through with a reasonable price.  Now, I came keep the husband's breakfast ready as he runs out the door in the mornings.  I often like to have a bar in the evening as a night snack."
9034,B006N3IG4K,A34Q3GVQ1CHUFT,Amazonian,0,0,2,1350691200,Tasteless and watery,"I'm not a gourmet coffee critic, but this stuff is disappointing.  Based upon previous good reviews, I suspect that the coffee in the K-cups I received is not the same -- they may have changed the manufacturing.  The Wolfgang Puck Decaf I received is lifeless, watery, and tasteless.  There's no aroma when it's brewing in the Keurig.  Never again."
5267,B0012YEKCW,A31LXLAA6LADQT,cd,0,0,5,1316908800,Cat Grass,This product is great for growing cat grass.  Gives a hearty grass is easy & fast growing.  Will purchase in the future.
2439,B0089SPDUW,A1857CFZ2N5LWG,Gizmoqt,0,0,5,1304208000,SMOOOOTH!,I go for the bold varieties of coffee and this Mahogany is not only bold but very smooth.  My all time favorite!
4935,B000FYYOZI,A15XP8POE3ZPSE,RF Wiede,0,0,4,1341360000,Better than i thought they would be!,"I was a little skeptical on ordering the teriyaki sticks version based on a couple of reviews but, I am happy I did. They were a soft stick as someone said but had a nice crunch when you bit in. The teriyaki was milder than others I have ordered and they were more smokey but they are called ole' smokeys. I did not get the greasy mouth feel that someone said and it did have a pleasant tasting after taste. All in all, worth a 4* rating... but it could be a 5 based on individual tastes."
214,B0009XLVGA,A1NHQNQ3TVXTZF,"Desert Girl ""chrissylovesherhusband""",3,10,1,1220227200,CHANGED FORMULA MAKES CATS SICK!!!!,"As with canidae, Felidae has also changed their formula.  Cats do not like change when it comes to their food.  And they just had to change it without putting it on their label.  We noticed the color of the food had changed and so did the smell.  (As you will notice I have also reviewd the Canidae, and this all happened the same time the dogs were having issues.)<br /><br />Prior to the change in food we had almost lost two of our cats because we had moved to a new home.  If cats get ""upset"" because of a change in enviorment, or a loud noise they can stop eating.  It depends on the cat.  Two of them had stopped eating and had lost a lot of weight.  We took them to the vet and it took months to get them back to normal.  It has been a year since then and they are better.  Then the formula for this food changed.<br /><br />We started to noitce they were not eating as much and it started to bug us.  We asked the shop owner of the feed store and she had no knowledge of any change to the food.  It wasn't until the we were in there with other customers yelling about their dogs food making their dogs sick.  Right away we changed the cats food and they started chowing down and haven't suffered one bit like our dogs have.<br /><br />Cats are sensitve animals and changes to thier food could cause them to stop eating.  Anyone thinking of purchasing this food should not do it!  We have 5 rescued and fixed cats, none of which are picky eaters and the change in this formula could have been the death of them had we not found out about the change in their formula.<br /><br />I urge anyone that has had these problems to go to the consumer affairs website and also the FDA website and write a letter to them to let them know how this has affected your animal.  As with canidae they do not care how the change has affected my animals, and tell me not to buy it.  This is just horrible!"
3139,B000FDKQCY,A3CO5PVLVZ9UBU,Product User,0,0,5,1327968000,Hodgson Mill Bread Mix Products,"I am extremely satisfied with both Hodgson Mill Bread Mixes that I purchased online.  The potato bread mix actually rose and stuck to the top of my bread making machine and became entangled in the mixing blade, so it was difficult to remove.  Otherwise, the bread tasted great!!  The Rye bread was also delicious.  It didn'nt rise as much, and I had no trouble removing it from the bread machine.  The rye loaf was much denser than the potato bread loaf.<br /><br />The only drawback to purchasing these products online was the shipping costs.  I have since found out that I can purchase the same brand products at HEB and Kroger grocery stores, and will not order online, again."
7351,B000EDG4TE,A2IF5J75C7N3W1,orbital chaos,4,4,5,1192579200,taste good,"I only ever had pumpkin seeds before in cereal, in small amounts.  These are great; just add them to Bob's granola, or yogurt; even just plain by the handful, they are great."
5031,B001EO6BCC,A2FBWT8OZ3QLQM,"T. R. Salinsky ""Jolly Otter Pioneer""",5,6,1,1230422400,terrible,"I did not even receive the correct product, what I received were raw UNSHELLEd peanuts, but had no option to return them becuase amazon does not allow this. I attempted to contact but got no reply, do not buy from here!"
9245,B006N3IG4K,A8T336KRVSKG9,"Cheryl L. Snyder ""Cheryl Lee""",0,0,5,1307836800,bought this for a friend,"My friend says she loves this coffee and has never been able to find it in the local stores where we live.  Aha, she did not know that Amazon sells just about anything you could want - no tax and free shipping.  What could be better."
9581,B000TFKMSG,A21YEB2EPF2YTL,"Robert Reichert ""RReichert""",0,0,5,1221177600,Very tasty gum!!,Arrived very speedy and the gum has an excellent flavor!! This is a gum chewer's gum.
2100,B000EPP56U,A1G6Q2NQMJ2C3X,ARealAVFan,8,8,5,1149897600,Excellent rice crackers,"I always disliked soggy or soft crackers with my peanut butter.  And since I also had discovered I was allergic to wheat, I wanted and needed an alternative.  I originally found these Kame Rice Crunch crackers in Kroger supermarkets.  From the first bite, I loved them, and I wished I had discovered them years ago.  The plain variety has just the right amount of salt for taste, and they are perfectly crunchy and light.  I've occasionally had a hard time finding them, so I'm THRILLED that Amazon is now carrying them.  Give these a try, they are delicious!!"
4771,B00139TT72,A1N4NAIHZF4J7X,"Dawndy12 ""Barely Surviving The Loss of My Dau...",7,27,1,1256515200,DECEPTIVE! DISAPPOINTED!,"I HAVE TO SAY IN THE BEGINNING..I HAVE NOT TRIED THIS FOOD, IT HAD ME SOLD. I SAID OH BOY! ITS MADE BY PAUL NEWMAN IT ""HAS"" TO BE GOOD! THIS SHOULD ""NOT BE CATARIZED ""ORGANIC""!! ITS DECEITFUL. IT SHOULD BE ADVERTIZED AS PARTIALLY ORGANIC! THEN YOU WONT BE UPSET THAT THE MOST IMPORTANT THING YOU WANT TO BE ORGANIC---THE MEAT---IS NOT! WHO CARES IF YOUR VEGGIES R ORGANIC? WELL YEH IT HELPS DEF BUT THEY DONT NORMALLY RAISE VEGGIES WITH ANTIBIOTICS ETC ETC!<br />SO IF ORGANIC IS WHAT UR LOOKING FOR WALK UP THE AISLE TO CASTOR AND POLLUX ORGANIX DOG FOOD! EVERY SINGLE INGREDIANT ""IS""  O  R  G  A  N  I  C  !!!<br />SHAME ON YOU THE COMPANY OF ONE OF MY FAV ACTORS! IM TRULY SURPRISED HE LET THIS BE UNDER THE REVIEWS OF ORGANIC!"
6011,B00196497O,A2DL4D6SLDYBPA,Jasper,2,2,5,1343260800,Hemp Oil,"Our acupuncturist recommended this to us,  to lower my cholesterol and to lower my husband's blood pressure.  So far so good.  We have been taking it for a little over a month, so in a few more months, we'll have a better idea of its effectiveness.  We take two capsules in the morning and two at night"
6555,B001OKI1U6,AO0WFP6KNXAUK,"Hillary ""Chiconnect""",2,2,5,1260403200,The BEST dog food!!,"I have two Chihuahuas and they absolutely love their little bites!  The ingredients are the best quality available .. organic chicken, flax seed, nutra-drops, and TONS of vitamins and minerals!  The best part about this food is that toy breeds can be on this from the time their little puppies til they're full grown- for life!  Try finding another dog food that does that!  This is a MUST if you have a toy breed dog.  It helps balance their glycemic index even at the most stressful periods of time.  Overall, it is just a really healthy food that will make your dog look and feel beautiful inside and out!"
7567,B0014J9OTE,A8ON8UIS4UU8C,sunscreen consumer,0,0,5,1349827200,"great gum, will buy more","A bit pricy, but well worth it to avoid the garbage found in other gums.  Made in USA and delicious."
2372,B001LQTDBE,AA7S590A4K4Z2,"Miriam R. Babcock ""Miriam DuBois Babcock""",1,6,1,1253577600,Aunt Gussies Highfat Cookies,"Two of Aunt Gussie's cookies contain 23% of daily fat allowance!  The cookies are so full of grease they fall apart.  They may be sugar free and gluten free, but they make it up with mostly FAT!  I can't even give them to my grandchildren!"
